tweet,clean,ingles,sent_TextBlob,sent_Vader,sent_flair
"RT @ConsultaPara: La única vacuna de la que México tiene aseguradas 32 millones d dosis es la Sputnik V, desarrollada en RUSIA x el Inst. I…","RT  La única vacuna de la que México tiene aseguradas 32 millones d dosis es la Sputnik V, desarrollada en RUSIA x el Inst. I…","RT The only vaccine for which Mexico has assured 32 million doses is Sputnik V, developed in RUSSIA by Inst. I ...",0.05,0.3612,-0.9978060126304626
"RT @ConElMazoDando: Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna https://t.co/ipp4HVexHR  #6DBolivarY…","RT  Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna   ","RT Director of AstraZeneca indicates probability of an ""additional study"" of his vaccine",0.0,0.0,-0.9964386224746704
"@AvionPresidEsp O sea que le vamos a pagar la vacuna a marroquíes, mauritanos y senegaleses no? Yo en el paro como millones de españoles y ustedes regalando dinero a terceros.... fantástico."," O sea que le vamos a pagar la vacuna a marroquíes, mauritanos y senegaleses no? Yo en el paro como millones de españoles y ustedes regalando dinero a terceros.... fantástico.","So we are going to pay the vaccination to Moroccans, Mauritanians and Senegalese, right? I am unemployed like millions of Spaniards and you are giving money to third parties .... fantastic.",0.22857142857142856,0.8689,-0.9885438084602356
"RT @GildoGarzaMx: Estos son los países que hicieron pre compras de la vacuna del #Covid_19mx de @PfizerMx pero #Mexico no aparece.

¿Algún…","RT  Estos son los países que hicieron pre compras de la vacuna del  de  pero  no aparece.

¿Algún…","RT These are the countries that made pre-purchases of the vaccine from from but not listed.

Some…",0.0,0.0,-0.989197313785553
"RT @ConsultaPara: La única vacuna de la que México tiene aseguradas 32 millones d dosis es la Sputnik V, desarrollada en RUSIA x el Inst. I…","RT  La única vacuna de la que México tiene aseguradas 32 millones d dosis es la Sputnik V, desarrollada en RUSIA x el Inst. I…","RT The only vaccine for which Mexico has assured 32 million doses is Sputnik V, developed in RUSSIA by Inst. I ...",0.05,0.3612,-0.9978060126304626
"RT @ConElMazoDando: Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna https://t.co/ipp4HVexHR  #6DBolivarY…","RT  Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna   ","RT Director of AstraZeneca indicates probability of an ""additional study"" of his vaccine",0.0,0.0,-0.9964386224746704
"Joan Pons, enfermero y voluntario de la vacuna de #Oxford, habla de la efectividad del 90% de la misma. Tras 6 meses de haber recibido la primera dosis no ha presentado ningún síntoma  del covid-19 y celebra que existan otras vacunas que serían eficaz contra el #Coronavirus. https://t.co/77Fl8ij78n","Joan Pons, enfermero y voluntario de la vacuna de  habla de la efectividad del 90% de la misma. Tras 6 meses de haber recibido la primera dosis no ha presentado ningún síntoma  del covid-19 y celebra que existan otras vacunas que serían eficaz contra el  ","Joan Pons, nurse and volunteer of the vaccine speaks of the effectiveness of 90% of the same. After 6 months of receiving the first dose, he has not presented any symptoms of covid-19 and celebrates that there are other vaccines that would be effective against it.",0.18125,0.7783,-0.9793452024459839
"RT @juancarlossaid: Respecto a vacuna Pfizer, ni la FDA ni entidad reguladora en Europa o el Reino Unido, han aprobado una vacuna para #cov…","RT  Respecto a vacuna Pfizer, ni la FDA ni entidad reguladora en Europa o el Reino Unido, han aprobado una vacuna para ","RT Regarding the Pfizer vaccine, neither the FDA nor the regulatory body in Europe or the United Kingdom have approved a vaccine for",0.0,0.6808,-0.9980463981628418
RT @AlertaNews24: 🇺🇸 | URGENTE: United Airlines anuncia que comienza a llevar la vacuna Covid-19 de Pfizer a todo EEUU para una distribució…,RT  🇺🇸 | URGENTE: United Airlines anuncia que comienza a llevar la vacuna Covid-19 de Pfizer a todo EEUU para una distribució…,RT 🇺🇸 | URGENT: United Airlines announces that it begins to carry Pfizer's Covid-19 vaccine to the entire US for a distribution ...,0.0,0.6523,-0.9914773106575012
"RT @ej_molina_c: Parece que hay algún charlatán al que no le ha gustado nada que se difunda este artículo. ¿Me ""aullidas"" con un RT?

¿Pued…","RT  Parece que hay algún charlatán al que no le ha gustado nada que se difunda este artículo. ¿Me ""aullidas"" con un RT?

¿Pued…","RT It seems that there is some charlatan who did not like the dissemination of this article. Did you ""howl"" me with an RT?

Can you ...",0.0,-0.2755,-0.9999725818634033
"RT @C5N: ⭕ #ALERTA 

Las primeras dosis de la vacuna de Pfizer-BioNTech llegarían a los hospitales del Reino Unido en 10 días, según el dia…","RT  ⭕  

Las primeras dosis de la vacuna de Pfizer-BioNTech llegarían a los hospitales del Reino Unido en 10 días, según el dia…","RT ⭕

The first doses of the Pfizer-BioNTech vaccine would reach UK hospitals in 10 days, depending on the day ...",0.25,0.0258,-0.9831993579864502
"RT @ConElMazoDando: Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna https://t.co/ipp4HVexHR  #6DBolivarY…","RT  Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna   ","RT Director of AstraZeneca indicates probability of an ""additional study"" of his vaccine",0.0,0.0,-0.9964386224746704
RT @MirniaT: El Sr titular de la cuenta donde se recaudo para las placas de #YACKY me dijo q el dinero restante lo iba a pasar a mi cuenta…,RT  El Sr titular de la cuenta donde se recaudo para las placas de  me dijo q el dinero restante lo iba a pasar a mi cuenta…,RT The owner of the account where it was collected for the plates told me that the remaining money was going to be transferred to my account ...,0.0,0.0,-0.9998757839202881
@esasOtra Y vacuna buena https://t.co/KCTfAyE6UD, Y vacuna buena ,And good vaccine,0.7,0.4404,0.9823483824729919
"@sninobecerra Meditación sí que les hace falta a los analistas de Bolsa, que sí bajó por las medidas políticas de paralización económica, por una pandemia declarada sin datos por las Farmacéuticas de la OMS, la Bolsa vuelve a subir en cuanto se vislumbra que se acaba la tontuna, sin vacuna."," Meditación sí que les hace falta a los analistas de Bolsa, que sí bajó por las medidas políticas de paralización económica, por una pandemia declarada sin datos por las Farmacéuticas de la OMS, la Bolsa vuelve a subir en cuanto se vislumbra que se acaba la tontuna, sin vacuna.","Meditation is needed by the analysts of the Stock Market, which did fall due to the political measures of economic paralysis, due to a pandemic declared without data by the WHO Pharmaceuticals, the Stock Market rises again as soon as it is glimpsed that the tontuna ends , without vaccine.",-0.012499999999999997,0.0,-0.7941873073577881
RT @ConElMazoDando: Brasil: Denuncian interferencia de Bolsorano  contra el desarrollo de la vacuna china CoronaVac https://t.co/PO74n3oimB…,RT  Brasil: Denuncian interferencia de Bolsorano  contra el desarrollo de la vacuna china CoronaVac ,RT Brasil: Interference by Bolsarano against the development of the Chinese CoronaVac vaccine,0.0,0.0,-0.9995656609535217
RT @elcorreodo: La Universidad de Oxford responde a dudas sobre la efectividad de su vacuna https://t.co/ivOnG1qUPS vía @elcorreodo,RT  La Universidad de Oxford responde a dudas sobre la efectividad de su vacuna  vía ,RT Oxford University responds to doubts about the effectiveness of its vaccine via,0.0,-0.296,-0.8396590352058411
"RT @TVVnoticias: #27Nov Las Destacadas de hoy en #LEV:

🔴 Comisión Europea espera vacunar ciudadanos de la UE en diciembre

🔴 UE quiere que…","RT   Las Destacadas de hoy en 

🔴 Comisión Europea espera vacunar ciudadanos de la UE en diciembre

🔴 UE quiere que…","RT Today's Featured in

🔴 European Commission expects to vaccinate EU citizens in December

🔴 UE wants ...",0.1,0.0,-0.99603670835495
"#Internacionales Rusia y farmacéutica de la India acuerdan producir más de 100 millones de dosis al año de la vacuna Sputnik V

#100AñosAviaciónBolivariana

https://t.co/JPukzdRsdX https://t.co/1Sd0AOKbS5"," Rusia y farmacéutica de la India acuerdan producir más de 100 millones de dosis al año de la vacuna Sputnik V



 ",Russia and Indian Pharmaceutical Agree to Produce More Than 100 Million Doses a Year of Sputnik V Vaccine,0.5,0.3612,-0.9193692207336426
El anuncio del director ejecutivo de @AstraZeneca llega dos días después de que el Gobierno salvadoreño anunciara el acuerdo con la farmacéutica para obtener dos millones de dosis de la vacuna contra el #Covid19. https://t.co/Dj6XcR2htD,El anuncio del director ejecutivo de  llega dos días después de que el Gobierno salvadoreño anunciara el acuerdo con la farmacéutica para obtener dos millones de dosis de la vacuna contra el  ,The announcement by the executive director of comes two days after the Salvadoran government announced the agreement with the pharmaceutical company to obtain two million doses of the vaccine against,0.0,0.4939,-0.999901294708252
El mundo superó los 61 millones de casos de coronavirus y los Gobiernos pugnan por la vacuna https://t.co/doNTachIm4 vía @laprovinciabsas,El mundo superó los 61 millones de casos de coronavirus y los Gobiernos pugnan por la vacuna  vía ,The world exceeded 61 million cases of coronavirus and governments are fighting for the vaccine via,0.0,-0.3612,-0.9160035848617554
"RT @CiroGomezL: ""En México el sector salud recibirá la vacuna contra el coronavirus en el segundo semestre del próximo año y el grueso de l…","RT  ""En México el sector salud recibirá la vacuna contra el coronavirus en el segundo semestre del próximo año y el grueso de l…","RT ""In Mexico, the health sector will receive the coronavirus vaccine in the second half of next year and the bulk of the ...",-0.05555555555555555,0.0,-0.9973548650741577
"RT @ProfCinReyes: El top de los países que ha preordenado dosis de vacuna para sus ciudadanos 👇
Llama la atención los países geográficament…","RT  El top de los países que ha preordenado dosis de vacuna para sus ciudadanos 👇
Llama la atención los países geográficament…","RT The top of the countries that have pre-ordered vaccine doses for their citizens 👇
Geographical countries draw attention ...",0.5,0.2023,0.6916667819023132
"Tras encontrar la vacuna en contra del Covid-19, el siguiente reto será su distribución global, ¿están listos los países para afrontar esta situación?

Entérese: 
#RD
https://t.co/os3ri1oSoe","Tras encontrar la vacuna en contra del Covid-19, el siguiente reto será su distribución global, ¿están listos los países para afrontar esta situación?

Entérese: 

","After finding the vaccine against Covid-19, the next challenge will be its global distribution, are countries ready to face this situation?

Find out:",0.06666666666666667,0.4215,-0.7168574333190918
"Tras encontrar la vacuna en contra del Covid-19, el siguiente reto será su distribución global, ¿están listos los países para afrontar esta situación?

Entérese: 

https://t.co/0ILxMpVjqR","Tras encontrar la vacuna en contra del Covid-19, el siguiente reto será su distribución global, ¿están listos los países para afrontar esta situación?

Entérese: 

","After finding the vaccine against Covid-19, the next challenge will be its global distribution, are countries ready to face this situation?

Find out:",0.06666666666666667,0.4215,-0.7168574333190918
"El Circo Price (@circoprice) recupera a la marciana Cometa: una vacuna colorista para espantar al COVID

Informa @anabelenflowers 

https://t.co/PR159cCIY2","El Circo Price (@circoprice) recupera a la marciana Cometa: una vacuna colorista para espantar al COVID

Informa  

","Circo Price (@circoprice) recovers the Martian Comet: a colorful vaccine to scare off COVID

Informs",0.3,-0.4939,0.9227630496025085
"Que dice Bolsonaro que no quiere vacunarse. Bueno, Brasil se ahorrará esa vacuna. Aunque yo creía que a quien le ha dado el 🦠 no la necesita 🤔","Que dice Bolsonaro que no quiere vacunarse. Bueno, Brasil se ahorrará esa vacuna. Aunque yo creía que a quien le ha dado el 🦠 no la necesita 🤔","What does Bolsonaro say that he does not want to be vaccinated? Well, Brazil will save that vaccine. Although I believed that whoever has given the 🦠 does not need it 🤔",0.0,0.6222,-0.9989499449729919
RT @heriluzqm: @GNB_CZ43 @FabioZavarsep @GNBGDJuvenal @GNBoficialVE La mejor 💉Vacuna contra está plaga del Covid es la Prevención cumplir c…,RT      La mejor 💉Vacuna contra está plaga del Covid es la Prevención cumplir c…,RT The best 💉Vaccine against this Covid plague is Prevention to comply with ...,1.0,0.6369,0.9956496357917786
"RT @C5N: ⭕ #ALERTA 

Las primeras dosis de la vacuna de Pfizer-BioNTech llegarían a los hospitales del Reino Unido en 10 días, según el dia…","RT  ⭕  

Las primeras dosis de la vacuna de Pfizer-BioNTech llegarían a los hospitales del Reino Unido en 10 días, según el dia…","RT ⭕

The first doses of the Pfizer-BioNTech vaccine would reach UK hospitals in 10 days, depending on the day ...",0.25,0.0258,-0.9831993579864502
"RT @RunRunesWeb: ¿Hay posibilidad de sacar la visa americana de forma remota?, ¿la vacuna del COVID-19 se distribuirá en Venezuela? Estas y…","RT  ¿Hay posibilidad de sacar la visa americana de forma remota?, ¿la vacuna del COVID-19 se distribuirá en Venezuela? Estas y…",RT Is there a possibility to obtain the American visa remotely? Will the COVID-19 vaccine be distributed in Venezuela? You are and ...,-0.05,0.0,-0.9669154286384583
@nnyMontes @nayibbukele @marioponcesv Ya está lista la vacuna para estos terengos https://t.co/5nZ2yo2Gq9,   Ya está lista la vacuna para estos terengos ,The vaccine for these terengos is ready,0.2,0.3612,0.9943413734436035
"RT @ConElMazoDando: Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna https://t.co/ipp4HVexHR  #6DBolivarY…","RT  Director de AstraZeneca señala probabilidad de un ""estudio adicional"" de su vacuna   ","RT Director of AstraZeneca indicates probability of an ""additional study"" of his vaccine",0.0,0.0,-0.9964386224746704
RT @ElltimoTemplar1: CHINA NOS MUESTRA LOS RESULTADOS DE SU VACUNA TRAS EXPERIMENTAR CON ECHENIQUE https://t.co/QagGtWtj4d,RT  CHINA NOS MUESTRA LOS RESULTADOS DE SU VACUNA TRAS EXPERIMENTAR CON ECHENIQUE ,RT CHINA SHOWS US THE RESULTS OF HER VACCINE AFTER EXPERIMENTING WITH ECHENIQUE,0.0,0.0,-0.8798141479492188
"RT @HLGatell: Con Emeequis conversé sobre cómo podría organizarse la aplicación de la vacuna contra #COVID19, de acuerdo con recomendacione…",RT  Con Emeequis conversé sobre cómo podría organizarse la aplicación de la vacuna contra  de acuerdo con recomendacione…,RT With Emeequis I talked about how the application of the vaccine could be organized according to recommendations ...,0.0,0.0,0.6641873717308044
"RT @aguilarcamin: Entre los países que han preordenado la vacuna de AstraZeneca/Oxford,  según el World Economic Forum, no aparece México👇👇…","RT  Entre los países que han preordenado la vacuna de AstraZeneca/Oxford,  según el World Economic Forum, no aparece México👇👇…","RT Among the countries that have pre-ordered the AstraZeneca / Oxford vaccine, according to the World Economic Forum, Mexico does not appear👇👇…",0.2,0.0,-0.9990110397338867
"RT @erinsantacruz: HUYA de la vacuna de Astrazeneca. Sí, esa misma que anunció el prezi...
Ni loca me dejo poner esa carajada, peor... tram…","RT  HUYA de la vacuna de Astrazeneca. Sí, esa misma que anunció el prezi...
Ni loca me dejo poner esa carajada, peor... tram…","RT FLEE from the Astrazeneca vaccine. Yes, the same one that the prezi announced ...
Not crazy let me put that shit, worse ... tram ...",-0.07500000000000001,-0.4523,-0.9999897480010986
"@MinSaludCol @Fruizgomez @IETSColombia Excelente explicación Ministro, Gracias. Los fabricantes delegan responsabilidades a los gobiernos en Colombia que pasara, el gobierno delegara responsabilidades a cada persona que quiera aplicarse la vacuna?","   Excelente explicación Ministro, Gracias. Los fabricantes delegan responsabilidades a los gobiernos en Colombia que pasara, el gobierno delegara responsabilidades a cada persona que quiera aplicarse la vacuna?","Excellent explanation Minister, Thank you. Manufacturers delegate responsibilities to governments in Colombia. What happens, will the government delegate responsibilities to each person who wants to apply the vaccine?",0.6,0.7351,0.5147144794464111
RT @QuinteroCalle: Es clave cuidarnos en diciembre con mucha responsabilidad. La vacuna está cerca. Hay que hacer el último esfuerzo. Dicie…,RT  Es clave cuidarnos en diciembre con mucha responsabilidad. La vacuna está cerca. Hay que hacer el último esfuerzo. Dicie…,RT It is key to take care of ourselves in December with great responsibility. The vaccine is near. You have to make the last effort. Dec ...,0.225,0.8074,0.6282086372375488
RT @rimbaudarth: Con esto no digo que la vacuna no sea necesaria sino que es posible superar la pandemia sin ella y después usar esa vacuna…,RT  Con esto no digo que la vacuna no sea necesaria sino que es posible superar la pandemia sin ella y después usar esa vacuna…,RT With this I am not saying that the vaccine is not necessary but that it is possible to overcome the pandemic without it and then use that vaccine ...,0.0,0.0,-0.7115871906280518
@HernaniiBA @Avefenixenvuelo Perdón con qué vacuna? Aquí en Europa aún no la tenemos. Avisame. Gracias,  Perdón con qué vacuna? Aquí en Europa aún no la tenemos. Avisame. Gracias,Sorry with what vaccine? Here in Europe we still don't have it. Let me know. Thank you,-0.5,0.296,-0.9998170733451843
El mundo superó los 61 millones de casos mientras ruega por la aparición de la vacuna - https://t.co/kfx3snP2a9,El mundo superó los 61 millones de casos mientras ruega por la aparición de la vacuna - ,The world surpassed 61 million cases while praying for the appearance of the vaccine -,0.0,0.3612,-0.9566200375556946
"RT @VTVcanal8: Rusia y farmacéutica de la India acuerdan producir más de 100 millones de dosis al año de la vacuna Sputnik V

#100AñosAviac…","RT  Rusia y farmacéutica de la India acuerdan producir más de 100 millones de dosis al año de la vacuna Sputnik V

",RT Russia and Indian pharmaceutical company agree to produce more than 100 million doses per year of Sputnik V vaccine,0.5,0.3612,-0.871628999710083
"RT @C5N: ⭕ #ALERTA 

Las primeras dosis de la vacuna de Pfizer-BioNTech llegarían a los hospitales del Reino Unido en 10 días, según el dia…","RT  ⭕  

Las primeras dosis de la vacuna de Pfizer-BioNTech llegarían a los hospitales del Reino Unido en 10 días, según el dia…","RT ⭕

The first doses of the Pfizer-BioNTech vaccine would reach UK hospitals in 10 days, depending on the day ...",0.25,0.0258,-0.9831993579864502
"RT @AlertaNews24: 🇬🇧 | URGENTE - CORONAVIRUS: Las primeras dosis de la vacuna llegarán a los hospitales británicos en 10 días, según The gu…","RT  🇬🇧 | URGENTE - CORONAVIRUS: Las primeras dosis de la vacuna llegarán a los hospitales británicos en 10 días, según The gu…","RT 🇬🇧 | URGENT - CORONAVIRUS: The first doses of the vaccine will reach British hospitals in 10 days, according to The gu ...",0.125,0.3885,-0.9930945634841919
"RT @CiroGomezL: ""En México el sector salud recibirá la vacuna contra el coronavirus en el segundo semestre del próximo año y el grueso de l…","RT  ""En México el sector salud recibirá la vacuna contra el coronavirus en el segundo semestre del próximo año y el grueso de l…","RT ""In Mexico, the health sector will receive the coronavirus vaccine in the second half of next year and the bulk of the ...",-0.05555555555555555,0.0,-0.9973548650741577
"RT @CNNEE: Es correcto que el Reino Unido evalúe la vacuna experimental de AstraZeneca contra el covid-19, según infectólogo.
https://t.co/…","RT  Es correcto que el Reino Unido evalúe la vacuna experimental de AstraZeneca contra el covid-19, según infectólogo.
","RT It is correct that the United Kingdom is evaluating AstraZeneca's experimental vaccine against covid-19, according to infectologist.",0.1,0.4215,-0.9982450008392334
"RT @rimbaudarth: Son varios los países que han superado la pandemia sin necesidad de esperar a una vacuna. 

Si todo el aparato mediático e…","RT  Son varios los países que han superado la pandemia sin necesidad de esperar a una vacuna. 

Si todo el aparato mediático e…","RT There are several countries that have overcome the pandemic without having to wait for a vaccine.

If the entire media apparatus is ...",0.0,0.0,-0.9374515414237976
"RT @FranAlabi: Es incómodo para un grupo pequeño ver como El Salvador obtiene la vacuna con igual prontitud que potencias mundiales.

Unive…","RT  Es incómodo para un grupo pequeño ver como El Salvador obtiene la vacuna con igual prontitud que potencias mundiales.

Unive…","RT It is uncomfortable for a small group to see El Salvador obtain the vaccine with the same speed as world powers.

Unive ...",-0.25,-0.3818,-0.9993795156478882
"RT @C5N: ⭕ #ALERTA 

Las primeras dosis de la vacuna de Pfizer-BioNTech llegarían a los hospitales del Reino Unido en 10 días, según el dia…","RT  ⭕  

Las primeras dosis de la vacuna de Pfizer-BioNTech llegarían a los hospitales del Reino Unido en 10 días, según el dia…","RT ⭕

The first doses of the Pfizer-BioNTech vaccine would reach UK hospitals in 10 days, depending on the day ...",0.25,0.0258,-0.9831993579864502
"RT @Eldiamantenegro: Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. https://t.co/tkwNJpOONy","RT  Ya andan distribuyendo la vacuna del Covid en Azcapotzalco e Iztapalapa, amigos. ","RT They are already distributing the Covid vaccine in Azcapotzalco and Iztapalapa, friends.",0.0,0.4767,-0.8608888983726501
"RT @maquis62: Las farmacéuticas controlan las patentes de la #vacuna contra la #Covid, elevando precios y restringiendo el suministro a uno…",RT  Las farmacéuticas controlan las patentes de la  contra la  elevando precios y restringiendo el suministro a uno…,RT The pharmaceutical companies control the patents of the against the raising prices and restricting the supply to one ...,0.0,-0.3818,-0.9762168526649475
"@SrblueSmile @Princes62913309 @quiquevilchis @m_ebrard Cuando tengas argumentos inteligentes y con bases reales me avisas, ya con tu argumento ""pareces retrasado"", utilizar la ofensa como fundamento a tu argumento es patético e infantil, pobre diablo que eres. Nos avisas como te va con la vacuna. Que seas el ejemplo. 😉🧐","    Cuando tengas argumentos inteligentes y con bases reales me avisas, ya con tu argumento ""pareces retrasado"", utilizar la ofensa como fundamento a tu argumento es patético e infantil, pobre diablo que eres. Nos avisas como te va con la vacuna. Que seas el ejemplo. 😉🧐","When you have intelligent arguments and with real bases, let me know, with your argument ""you seem delayed"", using the offense as a basis for your argument is pathetic and childish, poor devil that you are. Let us know how you are doing with the vaccine. Be the example. 😉🧐",-0.12000000000000002,-0.9638,-0.9986162185668945
"RT @Vero_gd2: Nos están dando la brasa con el plan de vacunación cuando ni se distribuye la vacuna, pero aún no tienen un plan para Navidad…","RT  Nos están dando la brasa con el plan de vacunación cuando ni se distribuye la vacuna, pero aún no tienen un plan para Navidad…","RT They are giving us the grill with the vaccination plan when the vaccine is not distributed, but they still do not have a plan for Christmas ...",0.0,0.1779,-0.999620795249939
RT @UNoticias: Sería la segunda vacuna cubana para enfrentar la pandemia llamada Soberana 02 https://t.co/mq8XDu0Pns,RT  Sería la segunda vacuna cubana para enfrentar la pandemia llamada Soberana 02 ,RT It would be the second Cuban vaccine to face the pandemic called Sovereign 02,0.0,0.0,-0.9821599125862122
RT @los10000videos: Le aplicaron la vacuna rusa https://t.co/w9FndMZatU,RT  Le aplicaron la vacuna rusa ,RT They gave him the Russian vaccine,0.0,0.0,-0.9996092915534973
RT @wilivaldoGoyo: La farmacéutica de la #India🇮🇳 Hetero Labs Limited anunció que producirá más de 100 millones de dosis de la vacuna rusa…,RT  La farmacéutica de la  Hetero Labs Limited anunció que producirá más de 100 millones de dosis de la vacuna rusa…,RT The pharmacist of Hetero Labs Limited announced that it will produce more than 100 million doses of the Russian vaccine ...,0.14285714285714288,-0.2263,-0.9990501999855042
"RT @GildoGarzaMx: Estos son los países que hicieron pre compras de la vacuna del #Covid_19mx de @PfizerMx pero #Mexico no aparece.

¿Algún…","RT  Estos son los países que hicieron pre compras de la vacuna del  de  pero  no aparece.

¿Algún…","RT These are the countries that made pre-purchases of the vaccine from from but not listed.

Some…",0.0,0.0,-0.989197313785553
RT @AlertaNews24: 🇺🇸 | URGENTE: United Airlines anuncia que comienza a llevar la vacuna Covid-19 de Pfizer a todo EEUU para una distribució…,RT  🇺🇸 | URGENTE: United Airlines anuncia que comienza a llevar la vacuna Covid-19 de Pfizer a todo EEUU para una distribució…,RT 🇺🇸 | URGENT: United Airlines announces that it begins to carry Pfizer's Covid-19 vaccine to the entire US for a distribution ...,0.0,0.6523,-0.9914773106575012
"¿Hay posibilidad de sacar la visa americana de forma remota?, ¿la vacuna del COVID-19 se distribuirá en Venezuela? Estas y otras interrogantes quedan respondidas en el último Cansadito de ser yo, junto a James Story @usembassyve https://t.co/BaWCDZTybH","¿Hay posibilidad de sacar la visa americana de forma remota?, ¿la vacuna del COVID-19 se distribuirá en Venezuela? Estas y otras interrogantes quedan respondidas en el último Cansadito de ser yo, junto a James Story  ","Is there a possibility to obtain the American visa remotely? Will the COVID-19 vaccine be distributed in Venezuela? These and other questions are answered in the last Tired of Being Me, together with James Story",-0.125,-0.504,-0.6146146655082703
#27Nov 🌎 |  Centro Véktor asegura fácil traslado de su vacuna contra la COVID-19  https://t.co/4W0R5Q4sq6, 🌎 |  Centro Véktor asegura fácil traslado de su vacuna contra la COVID-19  ,🌎 | Centro Véktor ensures easy transfer of your vaccine against COVID-19,0.43333333333333335,0.4404,0.9961289167404175
